time,temperature
2.77,87.24
4.66,87.35
6.5,87.35
8.34,87.46
10.18,87.46
12.06,87.46
13.94,87.46
15.78,87.46
17.62,87.46
19.46,87.58
21.34,87.58
23.22,87.58
25.06,87.58
26.9,87.58
28.74,87.69
30.58,87.69
32.42,87.69
34.26,87.69
36.1,87.69
37.94,87.69
39.78,87.8
41.62,87.8
43.46,87.8
45.3,87.8
47.14,87.8
48.98,87.91
